Drink,Ingredient,Amount,IngredientUse,Glass,HowToMix
Flying Dutchman,Pineapple Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Fog Cutter,Bacardi 8 Rum,1oz,Build,Tiki Mug,Shake with ice and pour unstrained into a chilled tiki mug
Fog Cutter,Hine V.S.O.P. Cognac,1oz,Build,Tiki Mug,Shake with ice and pour unstrained into a chilled tiki mug
Fog Cutter,Lemon Juice,1.5oz,Build,Tiki Mug,Shake with ice and pour unstrained into a chilled tiki mug
Fog Cutter,Mint Sprig,1,Garnish,Tiki Mug,Shake with ice and pour unstrained into a chilled tiki mug
Fog Cutter,Orange Juice,.75oz,Build,Tiki Mug,Shake with ice and pour unstrained into a chilled tiki mug
Fog Cutter,Kassatly Chtaura Orgeat,.5oz,Build,Tiki Mug,Shake with ice and pour unstrained into a chilled tiki mug
Fog Cutter,Lustau Cream Sherry,.5oz,Float,Tiki Mug,Shake with ice and pour unstrained into a chilled tiki mug
Fog Cutter,Tanqueray Gin,.5oz,Build,Tiki Mug,Shake with ice and pour unstrained into a chilled tiki mug
Foreign Legion,Fee Brothers Rhubarb Bitters,1dash,Build,Rocks,Shake with ice and strain over an ice sphere into a chilled rocks glass
Foreign Legion,Marie Brizard Dark Creme de Cacao,1barspoon,Build,Rocks,Shake with ice and strain over an ice sphere into a chilled rocks glass
Foreign Legion,Mount Gay X.O. Rum,1.5oz,Build,Rocks,Shake with ice and strain over an ice sphere into a chilled rocks glass
Foreign Legion,Orange Twist,1,Garnish,Rocks,Shake with ice and strain over an ice sphere into a chilled rocks glass
Foreign Legion,Aperol,.5oz,Build,Rocks,Shake with ice and strain over an ice sphere into a chilled rocks glass
Foreign Legion,Dubonnet Rouge,.5oz,Build,Rocks,Shake with ice and strain over an ice sphere into a chilled rocks glass
Foreign Legion,Lustau Manzanilla Sherry,.5oz,Build,Rocks,Shake with ice and strain over an ice sphere into a chilled rocks glass
Framboise Fizz,Raspberry,3,Garnish,Egg Coupe,Shake with ice and strain into a chilled egg coupe
Framboise Fizz,Oud Beersel Framboise,2oz,Top,Egg Coupe,Shake with ice and strain into a chilled egg coupe
Framboise Fizz,Siete Leguas Reposado Tequila,1.5oz,Build,Egg Coupe,Shake with ice and strain into a chilled egg coupe
Framboise Fizz,Lemon Juice,.75oz,Build,Egg Coupe,Shake with ice and strain into a chilled egg coupe
Framboise Fizz,Marie Brizard Dark Creme de Cacao,.75oz,Build,Egg Coupe,Shake with ice and strain into a chilled egg coupe
Frankfort Rose,Hibiscus-Infused Bernheim Wheat Whiskey,2oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Frankfort Rose,Egg White,1,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Frankfort Rose,Lemon Twist,1,Garnish,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Frankfort Rose,Lemon Juice,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Frankfort Rose,Simple Syrup,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
French 75,Moet Imperial Champagne,1oz,Top,Coupe,Shake with ice and strain into a chilled coupe
French 75,Tanqueray Gin,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
French 75,Lemon Twist,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
French 75,Lemon Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
French 75,Simple Syrup,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
French Maid,Mint Leaf,6-8,Muddle,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
French Maid,Cucumber Wheel,3,Muddle,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
French Maid,House Ginger Beer,1oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
French Maid,Hine V.S.O.P. Cognac,1.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
French Maid,Cucumber Wheel,1,Garnish,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
French Maid,Mint Sprig,1,Garnish,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
French Maid,Lime Juice,.75oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
French Maid,Simple Syrup,.75oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
French Maid,John D. Taylor's Velvet Falernum,.25oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Fresa Verde,Gran Centenario Blanco Tequila,2oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Fresa Verde,Green Pepper Slice,2,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Fresa Verde,Strawberry,2,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Fresa Verde,Strawberry Slice,1,Garnish,Coupe,Shake with ice and fine-strain into a chilled coupe
Fresa Verde,Lime Juice,.75oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Fresa Verde,Al Wadi Pomegranate Molasses,.25oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Frisco,Old Potrero Hotaling's Rye Whiskey,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Frisco,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Frisco,Benedictine,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Gilchrist,Fee Brothers Grapefruit Bitters,2dashes,Build,Coupe,Shake with ice and strain into a chilled coupe
Gilchrist,Compass Box Asyla Blended Scotch Whisky,1.25oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Gilchrist,Lemon Twist,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
Gilchrist,Clear Creek Pear Brandy,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Gilchrist,Grapefruit Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Gilchrist,Averna Amaro,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Gimlet,Plymouth Gin,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Gimlet,Lime Wheel,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
Gimlet,Lime Cordial,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Gimlet,Lime Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Gin & Tonic,Club Soda,3.5oz,Build,Collins,Add everything to a chilled Collins glass filled with ice and stir briefly
Gin & Tonic,Tanqueray Gin,2oz,Build,Collins,Add everything to a chilled Collins glass filled with ice and stir briefly
Gin & Tonic,Lime Wedge,1,Garnish,Collins,Add everything to a chilled Collins glass filled with ice and stir briefly
Gin & Tonic,Tonic Syrup,.75oz,Build,Collins,Add everything to a chilled Collins glass filled with ice and stir briefly
Girl from Jerez,Mae de Ouro Cachaca,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Girl from Jerez,Rhum Clement V.S.O.P.,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Girl from Jerez,St. Elizabeth Allspice Dram,1barspoon,Build,Coupe,Shake with ice and strain into a chilled coupe
Girl from Jerez,Pinch Grated Nutmeg,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
Girl from Jerez,Lime Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Girl from Jerez,Lustau Pedro Ximenez Sherry,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Gold Coast,Karlsson's Gold Vodka,2oz,Build,Rocks,Stir with ice and fine-strain over one large cube into a chilled rocks glass
Gold Coast,Diluted Aftel Black Pepper Essence,2,Spritz,Rocks,Stir with ice and fine-strain over one large cube into a chilled rocks glass
Gold Coast,Dill Sprig,1,Muddle,Rocks,Stir with ice and fine-strain over one large cube into a chilled rocks glass
Gold Coast,Carlshamns Flaggpunch,.5oz,Build,Rocks,Stir with ice and fine-strain over one large cube into a chilled rocks glass
Gold Rush,Elijah Craig 12-Year-Old Bourbon,2oz,Build,Rocks,Shake with ice and strain over one large cube into a chilled rocks glass
Gold Rush,Honey Syrup,1oz,Build,Rocks,Shake with ice and strain over one large cube into a chilled rocks glass
Gold Rush,Lemon Juice,.75oz,Build,Rocks,Shake with ice and strain over one large cube into a chilled rocks glass
Golden Star Fizz,Golden Star Sparkling White Jasmine Tea,3oz,Build,Fizz,Shake with ice and fine-strain into a chilled fizz glass
Golden Star Fizz,Cucumber Slice,3,Muddle,Fizz,Shake with ice and fine-strain into a chilled fizz glass
Golden Star Fizz,Krogstad Aquavit,2oz,Build,Fizz,Shake with ice and fine-strain into a chilled fizz glass
Golden Star Fizz,Cucumber Slice,1,Garnish,Fizz,Shake with ice and fine-strain into a chilled fizz glass
Golden Star Fizz,Dill Sprig,1,Muddle,Fizz,Shake with ice and fine-strain into a chilled fizz glass
Golden Star Fizz,Lemon Juice,.75oz,Build,Fizz,Shake with ice and fine-strain into a chilled fizz glass
Golden Star Fizz,Pineapple Juice,.75oz,Build,Fizz,Shake with ice and fine-strain into a chilled fizz glass
Golden Star Fizz,St. George Absinthe,,Rinse,Fizz,Shake with ice and fine-strain into a chilled fizz glass
Great Pumpkin,Southampton Pumpkin Ale,2oz,Build,Fizz,"Swirl to decarbonate beer, dry-shake and then shake with ice and strain into a chilled fizz glass"
Great Pumpkin,Laird's Bonded Apple Brandy,1oz,Build,Fizz,"Swirl to decarbonate beer, dry-shake and then shake with ice and strain into a chilled fizz glass"
Great Pumpkin,Rittenhouse Bonded Rye Whiskey,1oz,Build,Fizz,"Swirl to decarbonate beer, dry-shake and then shake with ice and strain into a chilled fizz glass"
Great Pumpkin,Pinch Grated Nutmeg,1,Garnish,Fizz,"Swirl to decarbonate beer, dry-shake and then shake with ice and strain into a chilled fizz glass"
Great Pumpkin,Whole Egg,1,Build,Fizz,"Swirl to decarbonate beer, dry-shake and then shake with ice and strain into a chilled fizz glass"
Great Pumpkin,Deep Mountain Grade B Maple Syrup,.5oz,Build,Fizz,"Swirl to decarbonate beer, dry-shake and then shake with ice and strain into a chilled fizz glass"
Green Deacon,Grapefruit Juice,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Green Deacon,Plymouth Gin,1.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Green Deacon,Plymouth Sloe Gin,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Green Deacon,St. George Absinthe,,Rinse,Coupe,Shake with ice and strain into a chilled coupe
Green Harvest,Concord Grape,4,Muddle,Fizz,Stir with ice and fine-strain into a chilled fizz glass filled with ice
Green Harvest,Concord Grape,3,Garnish,Fizz,Stir with ice and fine-strain into a chilled fizz glass filled with ice
Green Harvest,Chilled Brewed Hibiscus Tea,2oz,Build,Fizz,Stir with ice and fine-strain into a chilled fizz glass filled with ice
Green Harvest,Jose Cuervo Platino Tequila,1.5oz,Build,Fizz,Stir with ice and fine-strain into a chilled fizz glass filled with ice
Green Harvest,Green Chartreuse,.5oz,Build,Fizz,Stir with ice and fine-strain into a chilled fizz glass filled with ice
Greenpoint,Rittenhouse Bonded Rye Whiskey,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Greenpoint,Punt e Mes,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Greenpoint,Angostura Bitters,1dash,Build,Coupe,Stir with ice and strain into a chilled coupe
Greenpoint,Yellow Chartreuse,1barspoon,Build,Coupe,Stir with ice and strain into a chilled coupe
Hanky Panky,Beefeater Gin,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Hanky Panky,Carpano Antica Sweet Vermouth,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Hanky Panky,Orange Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Hanky Panky,Fernet Branca,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Harvest Moon,Abbott's Bitters,3dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Harvest Moon,Lillet Blanc,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Harvest Moon,Wild Turkey Rye Whiskey,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Harvest Moon,Orange Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Harvest Moon,Laird's Bonded Apple Brandy,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Harvest Moon,Green Chartreuse,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Harvest Sling,Laird's Bonded Apple Brandy,1.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Harvest Sling,Orange-Cherry Flag,1,Garnish,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Harvest Sling,Benedictine,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Harvest Sling,Cherry Heering,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Harvest Sling,House Ginger Beer,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Harvest Sling,Lemon Juice,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Harvest Sling,Martini Sweet Vermouth,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Heirloom,Concord Grape,7,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Heirloom,Afel Anise Hyssop Essence,2,Spritz,Coupe,Shake with ice and fine-strain into a chilled coupe
Heirloom,Hayman's Old Tom Gin,1.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Heirloom,Cynar,.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Heirloom,Lime Juice,.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Heirloom,Strega,.25oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Hemingway Daiquiri,Banks 5 Island Rum,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Hemingway Daiquiri,Lime Wheel,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
Hemingway Daiquiri,Lime Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Hemingway Daiquiri,Grapefruit Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Hemingway Daiquiri,Luxardo Maraschino Liqueur,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Henry Hudson,Channing Daughters Scuttlehole Chardonnay,1oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Henry Hudson,Bols Genever,1.5oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Henry Hudson,Pinch Grated Nutmeg,1,Garnish,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Henry Hudson,Lemon Juice,.5oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Henry Hudson,Simple Syrup,.5oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Henry Hudson,van Oosten Batavia Arrack,.25oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Honeymoon Cocktail,Laird's Bonded Apple Brandy,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Honeymoon Cocktail,Benedictine,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Honeymoon Cocktail,Lemon Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Honeymoon Cocktail,Marie Brizard Orange Curacao,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Hot Buttered Pisco,Hot Water,6oz,Build,Mug,Add everything to a pre-warmed heatproof mug and stir until vanilla butter dissolves
Hot Buttered Pisco,Spiced Macchu Pisco,2oz,Build,Mug,Add everything to a pre-warmed heatproof mug and stir until vanilla butter dissolves
Hot Buttered Pisco,Vanilla Butter,1barspoon,Build,Mug,Add everything to a pre-warmed heatproof mug and stir until vanilla butter dissolves
Hot Buttered Pisco,Pinch Grated Nutmeg,1,Garnish,Mug,Add everything to a pre-warmed heatproof mug and stir until vanilla butter dissolves
Hot Buttered Pisco,Sweetened Whipped Cream,,Top,Mug,Add everything to a pre-warmed heatproof mug and stir until vanilla butter dissolves
Hotel D'Alsace,Bushmills Irish Whiskey,2oz,Build,Rocks,Stir with ice and fine-strain over one large cube into a chilled rocks glass
Hotel D'Alsace,Rosemary Sprig,1,Garnish,Rocks,Stir with ice and fine-strain over one large cube into a chilled rocks glass
Hotel D'Alsace,Rosemary Sprig,1,Muddle,Rocks,Stir with ice and fine-strain over one large cube into a chilled rocks glass
Hotel D'Alsace,Benedictine,.5oz,Build,Rocks,Stir with ice and fine-strain over one large cube into a chilled rocks glass
Hotel D'Alsace,Cointreau,.5oz,Build,Rocks,Stir with ice and fine-strain over one large cube into a chilled rocks glass
Hotel Nacional Special,Bacardi 8 Rum,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Hotel Nacional Special,Pineapple Juice,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Hotel Nacional Special,Lime Wheel,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
Hotel Nacional Special,Lime Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Hotel Nacional Special,Simple Syrup,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Hotel Nacional Special,Rothman & Winter Orchard Apricot,.25oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Imperial Blueberry Fizz,Blueberry,2tbsp,Muddle,Egg Coupe,Shake with ice and strain into a chilled egg coupe
Imperial Blueberry Fizz,Moet Imperial Champagne,2.5oz,Top,Egg Coupe,Shake with ice and strain into a chilled egg coupe
Imperial Blueberry Fizz,Hine V.S.O.P. Cognac,1.5oz,Build,Egg Coupe,Shake with ice and strain into a chilled egg coupe
Imperial Blueberry Fizz,Edible Orchid,1,Garnish,Egg Coupe,Shake with ice and strain into a chilled egg coupe
Imperial Blueberry Fizz,Creme Yvette,.5oz,Build,Egg Coupe,Shake with ice and strain into a chilled egg coupe
Imperial Silver Corn Fizz,Corn Water,1oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Imperial Silver Corn Fizz,Moet Imperial Champagne,1oz,Top,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Imperial Silver Corn Fizz,George Dickel No. 12 Tennessee Whisky,1.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Imperial Silver Corn Fizz,Egg White,1,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Imperial Silver Corn Fizz,Honey Syrup,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Improved Whiskey Cocktail,Rittenhouse Bonded Rye Whiskey,2oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Improved Whiskey Cocktail,Angostura Bitters,2dashes,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Improved Whiskey Cocktail,Lemon Twist,1,Garnish,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Improved Whiskey Cocktail,Luxardo Maraschino Liqueur,.25oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Improved Whiskey Cocktail,Simple Syrup,.25oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Improved Whiskey Cocktail,Vieux Pontarlier Absinthe,,Rinse,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Jack Rose,Laird's Bonded Apple Brandy,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Jack Rose,House Grenadine,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Jack Rose,Lemon Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Japanese Cocktail,Hine V.S.O.P. Cognac,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Japanese Cocktail,Angostura Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Japanese Cocktail,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Japanese Cocktail,Kassatly Chtaura Orgeat,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Japanese Courage,"Kamoizumi ""Shusen"" Sake",6oz,Build,Mug,"Heat the sake in a bain-marie, pour everything into a pre-heated heatproof mug"
Japanese Courage,Clove,6,Garnish,Mug,"Heat the sake in a bain-marie, pour everything into a pre-heated heatproof mug"
Japanese Courage,Bols Genever,1oz,Build,Mug,"Heat the sake in a bain-marie, pour everything into a pre-heated heatproof mug"
Japanese Courage,Lemon Wheel,1,Garnish,Mug,"Heat the sake in a bain-marie, pour everything into a pre-heated heatproof mug"
Japanese Courage,Yellow Chartreuse,.5oz,Build,Mug,"Heat the sake in a bain-marie, pour everything into a pre-heated heatproof mug"
Japanese Courage,Canton Ginger Liqueur,.25oz,Build,Mug,"Heat the sake in a bain-marie, pour everything into a pre-heated heatproof mug"
Japanese Courage,Honey Syrup,.25oz,Build,Mug,"Heat the sake in a bain-marie, pour everything into a pre-heated heatproof mug"
Jimmie Roosevelt,Moet Imperial Champagne,2oz,Top,Egg Coupe,"Stir the cognac with ice, strain into chilled egg coupe filled with three cracked ice cubes; add sugar cube and top then float."
Jimmie Roosevelt,Remy Martin V.S.O.P. Cognac,1oz,Build,Egg Coupe,"Stir the cognac with ice, strain into chilled egg coupe filled with three cracked ice cubes; add sugar cube and top then float."
Jimmie Roosevelt,Green Chartreuse,1barspoon,Float,Egg Coupe,"Stir the cognac with ice, strain into chilled egg coupe filled with three cracked ice cubes; add sugar cube and top then float."
Jimmie Roosevelt,Demerara Sugar cube soaked in Angostura Bitters,1,Build,Egg Coupe,"Stir the cognac with ice, strain into chilled egg coupe filled with three cracked ice cubes; add sugar cube and top then float."
Johnny Apple Collins,Fever-Tree Bitter Lemon Soda,2oz,Top,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Johnny Apple Collins,The Bitter Truth Jerry Thomas Bitters,2dashes,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Johnny Apple Collins,Maker's Mark Bourbon,1.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Johnny Apple Collins,Lemon Twist,1,Garnish,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Johnny Apple Collins,Lemon Juice,.75oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Johnny Apple Collins,Schonauer Apfel Schnapps,.75oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Judgment Day,St. Elizabeth Allspice Dram,2,Spritz,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Judgment Day,Macchu Pisco,1.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Judgment Day,Egg White,1,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Judgment Day,Lemon Juice,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Judgment Day,Lime Juice,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Judgment Day,Simple Syrup,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Judgment Day,St. Germain Elderflower Liqueur,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Judgment Day,Pernod,,Rinse,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Junior,Rittenhouse Bonded Rye Whiskey,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Junior,Angostura Bitters,2dashes,Build,Coupe,Shake with ice and strain into a chilled coupe
Junior,Lime Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Junior,Benedictine,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Kansai Kick,Yamazaki 12-Year-Old Japanese Single Malt Whisky,1.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Kansai Kick,Blandy's Sercial Madeira,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Kansai Kick,Lime Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Kansai Kick,Kassatly Chtaura Orgeat,.4oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Kin Kan,Kumquat Syrup,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Kin Kan,Beefeater Gin,1.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Kin Kan,Lemon Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Kin Kan,St. Germain Elderflower Liqueur,,Rinse,Coupe,Shake with ice and strain into a chilled coupe
Kina Miele,Dolin Dry Vermouth,1oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Kina Miele,The Bitter Truth Lemon Bitters,1dash,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Kina Miele,Grapefruit Twist,1,Garnish,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Kina Miele,Cocchi Americano,.75oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Kina Miele,Nonino Gioiello,.5oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Kina Miele,Clear Creek Pear Brandy,.25oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
King Bee,Barsol Quebranta Pisco,1.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
King Bee,Lemon Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
King Bee,Barenjager Honey Liqueur,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
King Bee,Benedictine,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
King Bee,Lustau Palo Cortado Sherry,.5oz,Float,Coupe,Shake with ice and strain into a chilled coupe
Koyo,"Masumi ""Okuden"" Junmai Sake",2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Koyo,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Koyo,Dubonnet Rouge,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Koyo,Cynar,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Koyo,Yellow Chartreuse,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Koyo,St. Germain Elderflower Liqueur,,Rinse,Coupe,Stir with ice and strain into a chilled coupe
L.E.S. Globetrotter,Wild Turkey Rye Whiskey,1.25oz,Build,Rocks,Stir with ice and strain over an ice sphere into a chilled rocks glass
L.E.S. Globetrotter,Orange Twist,1,Garnish,Rocks,Stir with ice and strain over an ice sphere into a chilled rocks glass
L.E.S. Globetrotter,Benedictine,.75oz,Build,Rocks,Stir with ice and strain over an ice sphere into a chilled rocks glass
L.E.S. Globetrotter,Hine V.S.O.P. Cognac,.75oz,Build,Rocks,Stir with ice and strain over an ice sphere into a chilled rocks glass
L.E.S. Globetrotter,Rhum Clement Creole Shrubb,.5oz,Build,Rocks,Stir with ice and strain over an ice sphere into a chilled rocks glass
La Florida Cocktail,Banks 5 Island Rum,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
La Florida Cocktail,House Grenadine,1barspoon,Build,Coupe,Shake with ice and strain into a chilled coupe
La Florida Cocktail,Lime Wheel,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
La Florida Cocktail,Lime Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
La Florida Cocktail,Marie Brizard White Creme de Cacao,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
La Florida Cocktail,Martini Sweet Vermouth,.25oz,Build,Coupe,Shake with ice and strain into a chilled coupe
La Louche,Lillet Rouge,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
La Louche,Hendrick's Gin,1.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
